Temperature,PM2.5,PM10,SO2,CO,status
31.6,21.4,26.9,17.4,1.29,1
29.0,31.5,44.4,-2.8,1.49,1
24.9,19.5,27.9,2.0,1.54,1
27.7,17.8,29.9,9.9,1.74,0
20.8,16.0,19.7,2.5,1.17,1
28.2,75.2,90.0,5.0,1.81,0
32.0,95.7,110.4,20.5,2.3,0
21.5,14.6,20.6,1.6,0.94,1
29.6,12.8,15.9,3.8,1.16,1
17.5,3.3,8.8,8.4,0.83,1
33.2,1.4,23.3,25.8,2.06,0
58.6,44.0,54.0,22.7,3.09,0
28.1,36.0,40.3,5.4,1.15,1
32.0,43.3,45.5,9.5,1.42,1
25.0,9.3,10.8,4.6,0.92,1
25.7,15.7,25.0,10.6,1.44,1
35.1,7.9,30.3,27.6,2.07,0
26.7,6.8,9.3,4.9,0.98,1
20.4,4.6,9.2,5.7,1.03,1
24.6,5.2,19.2,9.0,1.48,1
25.9,25.8,35.6,19.0,1.48,1
22.1,10.6,15.4,8.9,1.0,1
34.1,54.0,76.8,16.4,2.15,0
24.9,6.1,13.9,4.3,1.18,1
28.0,12.4,21.2,3.7,0.99,1
26.7,2.9,6.4,6.6,0.96,1
30.4,28.6,42.6,4.0,2.2,0
41.4,34.3,52.8,9.4,1.87,0
25.5,13.8,21.4,3.8,0.95,1
28.2,17.0,21.7,11.3,0.99,1
36.6,32.2,41.3,9.4,1.95,0
18.8,11.0,15.8,5.6,1.09,1
26.3,23.1,29.5,3.7,0.92,1
34.9,11.4,30.2,20.3,1.89,0
23.0,1.1,5.0,2.1,1.12,1
22.3,19.3,26.0,5.5,0.82,1
21.4,2.3,6.7,2.8,1.09,1
44.7,6.6,28.3,23.5,2.1,0
22.4,12.2,15.0,3.6,0.97,1
32.3,8.8,18.7,14.7,2.03,0
33.5,8.1,16.3,15.9,1.63,1
33.1,7.2,15.9,12.1,1.46,1
25.5,15.5,19.9,7.7,1.04,1
29.9,1.5,23.4,20.0,1.89,0
29.3,1.9,5.0,4.5,1.12,1
23.9,25.9,28.5,3.1,1.45,1
23.7,20.7,23.0,6.2,1.05,1
21.9,5.4,10.4,1.1,1.09,1
44.9,24.5,47.4,26.7,2.36,0
27.0,6.2,13.0,5.0,1.01,1
49.6,81.9,87.0,18.4,2.14,0
33.4,101.6,109.9,9.2,1.32,1
23.5,0.0,8.3,7.4,0.92,1
22.2,19.0,20.7,5.3,1.03,1
35.4,48.4,53.0,10.4,1.53,1
41.5,3.4,15.4,6.4,1.38,0
21.0,4.6,8.9,6.8,0.93,1
31.3,20.3,30.7,12.5,1.76,1
46.8,240.1,261.5,37.6,2.46,0
23.9,14.3,16.9,7.8,1.07,1
24.6,0.4,6.4,1.7,0.94,1
24.1,14.4,33.1,16.7,2.0,0
41.4,73.6,89.8,13.3,2.84,0
22.5,0.2,6.2,5.5,0.95,1
26.7,50.0,59.6,9.4,1.68,1
24.6,3.9,8.0,5.9,0.98,1
32.0,8.4,11.3,6.1,1.6,1
29.5,27.9,44.4,23.1,1.68,0
32.5,33.2,40.1,9.5,1.52,1
33.0,1.9,5.0,7.6,1.75,1
30.1,7.3,22.4,6.0,1.29,1
22.3,0.7,4.7,7.3,0.93,1
27.4,18.9,30.4,12.8,1.55,1
28.3,2.3,6.9,4.0,0.88,1
30.8,2.0,11.5,13.0,1.46,1
27.7,1.1,20.5,9.8,1.53,1
33.3,1.2,5.6,5.9,1.32,1
22.9,7.8,16.3,8.1,1.07,1
29.6,9.3,19.0,11.2,1.74,1
28.0,20.9,37.3,11.1,1.56,1
33.4,11.7,31.7,12.4,2.03,0
22.9,3.7,7.3,0.9,1.12,1
23.1,13.3,25.3,14.1,1.3,1
36.2,35.3,43.9,14.4,1.38,1
27.6,20.3,25.9,4.9,1.11,1
32.8,1.6,12.8,5.7,1.36,1
21.6,1.3,6.5,4.8,0.89,1
31.4,4.3,17.5,12.8,1.47,1
27.4,11.0,21.1,9.6,1.27,1
24.2,1.1,7.2,8.6,1.08,1
47.3,104.9,127.4,21.7,2.71,0
40.0,29.3,46.0,20.7,2.03,0
29.2,25.5,32.3,5.7,1.08,1
20.1,3.6,8.2,9.1,0.97,1
42.6,17.9,30.1,4.0,1.91,0
33.7,139.4,159.9,22.8,2.28,0
29.0,8.6,21.6,8.1,1.53,1
30.7,5.7,20.8,13.4,1.87,1
37.3,33.6,43.8,19.6,2.45,0
33.4,7.5,15.2,8.6,1.49,1
33.7,30.0,47.3,8.1,1.41,1
23.0,23.1,28.1,9.0,0.95,1
28.9,8.6,19.7,10.3,1.61,1
33.5,10.5,24.1,16.5,2.13,0
25.2,10.5,18.0,7.0,0.89,1
30.2,21.1,25.3,6.5,1.63,1
35.6,64.2,76.2,17.4,2.61,0
32.4,58.1,74.1,9.7,1.41,1
35.0,43.6,55.1,11.3,1.65,1
37.3,68.4,85.3,16.9,2.34,0
29.3,14.8,19.2,-0.4,1.48,1
15.4,5.5,10.5,4.1,1.0,1
31.0,22.1,27.2,8.1,1.54,1
29.5,4.7,22.7,14.7,2.97,0
21.8,27.4,31.3,7.7,0.96,1
30.2,3.4,15.9,14.2,1.47,1
28.0,3.5,5.2,7.9,0.9,1
31.3,1.4,7.5,4.4,0.87,1
22.8,28.2,42.9,9.8,1.71,0
25.9,21.4,29.3,9.6,1.17,1
36.2,2.4,17.5,31.5,3.04,0
31.4,7.7,14.3,17.5,1.75,0
34.4,28.4,50.6,42.3,2.28,0
23.2,17.8,26.2,2.9,1.19,1
30.5,117.0,138.7,33.9,2.22,0
24.0,5.3,10.8,15.9,1.16,1
32.1,39.4,54.8,6.8,2.0,0
14.1,3.6,8.3,7.0,0.99,1
27.6,48.9,53.6,5.1,1.65,1
21.5,4.5,9.5,4.7,0.98,1
31.3,33.4,52.8,18.2,1.97,0
28.8,17.2,34.6,6.5,1.44,1
31.1,10.7,17.0,5.1,1.07,1
28.0,3.0,15.1,21.8,1.76,1
38.1,6.5,23.6,16.5,1.46,0
41.5,79.5,93.5,12.8,1.99,0
33.1,17.6,47.1,26.4,2.45,0
28.2,44.9,53.9,12.1,1.29,1
33.6,20.2,30.3,10.6,1.24,1
32.5,45.9,52.7,10.8,1.21,1
24.5,8.3,14.3,5.4,1.0,1
29.2,19.6,32.3,7.9,1.46,1
36.2,42.2,72.0,23.4,1.98,0
27.0,17.4,30.2,10.5,1.68,1
26.2,16.4,20.2,9.9,0.85,1
24.5,22.3,31.7,11.6,1.81,1
28.7,12.1,17.6,6.2,1.04,1
24.9,10.9,15.2,4.4,1.12,1
38.3,8.2,27.2,13.9,2.69,0
25.9,1.5,10.3,-0.4,0.93,1
22.8,3.1,10.6,4.9,0.88,1
32.5,24.9,36.0,6.3,1.69,1
25.1,6.0,11.3,0.7,0.9,1
32.9,24.0,28.5,8.8,1.64,1
28.0,27.7,28.8,12.3,1.55,1
26.1,5.3,10.5,5.0,0.99,1
28.0,35.4,58.2,7.9,2.06,0
37.8,63.0,85.1,20.1,2.6,0
31.6,80.5,96.9,1.7,2.0,0
30.4,12.2,22.1,15.5,1.7,1
25.5,3.6,8.8,6.6,1.05,1
36.6,6.0,25.9,17.8,1.58,0
29.8,10.7,19.8,12.4,2.0,1
33.7,70.8,87.3,17.0,2.33,0
26.2,79.2,86.0,7.6,1.46,1
27.6,0.0,4.5,4.3,1.07,1
30.8,1.1,3.6,5.1,0.96,1
23.7,19.1,22.2,7.0,1.07,1
43.1,6.4,14.2,11.0,2.24,0
29.1,12.1,18.5,5.1,2.03,1
28.4,11.1,17.7,7.6,1.06,1
34.5,9.0,21.6,7.5,1.79,1
20.4,11.7,16.7,2.3,1.05,1
30.9,10.7,19.0,9.6,2.55,0
23.4,10.2,12.8,4.5,1.13,1
28.8,124.1,135.5,10.0,2.02,0
36.4,103.0,106.4,22.3,2.38,0
29.8,1.1,19.5,4.0,1.78,1
24.2,8.4,10.9,7.2,0.96,1
32.1,3.8,13.6,20.3,1.54,1
31.6,85.9,101.9,25.8,1.82,0
23.3,7.4,10.6,5.2,1.14,1
26.7,3.9,18.1,15.5,1.62,0
31.3,7.0,26.4,20.2,2.19,0
29.6,4.0,14.1,3.2,1.05,1
25.3,33.9,44.0,9.1,1.41,1
26.4,6.5,13.2,5.1,0.88,1
23.9,28.2,40.3,11.3,1.56,1
23.9,3.2,9.9,5.2,0.93,1
32.5,11.8,30.9,23.5,2.16,0
38.7,5.4,31.0,15.6,2.81,0
32.4,2.3,18.4,15.1,1.54,1
26.7,6.2,12.7,5.9,1.04,1
50.9,22.5,52.0,9.0,2.65,0
34.7,8.9,16.1,8.5,1.19,1
33.5,0.1,8.8,5.7,1.41,1
26.0,16.6,22.4,7.0,1.02,1
28.2,7.2,9.1,4.7,1.07,1
23.4,1.9,6.4,4.3,1.19,1
25.6,1.9,3.6,6.2,1.07,1
22.5,0.3,7.1,3.2,1.01,1
33.5,2.3,18.1,10.1,1.45,1
47.2,17.9,46.0,21.1,2.36,0
35.8,2.9,13.9,14.5,1.59,1
29.5,9.3,25.0,9.7,1.59,1
31.7,1.2,6.9,5.5,1.18,1
21.5,1.8,8.5,8.3,0.94,1
40.0,21.7,41.3,2.7,1.66,0
39.1,24.3,49.8,11.5,2.03,0
27.2,18.4,23.1,2.6,1.03,1
39.6,47.1,65.4,17.1,2.03,0
40.2,22.3,34.2,17.4,2.07,0
26.4,20.6,24.8,12.4,1.46,1
47.4,72.7,96.6,14.9,2.54,0
29.7,0.6,6.0,3.5,0.74,1
25.2,8.9,19.6,9.9,2.14,0
25.0,4.7,9.3,5.2,1.15,1
30.8,6.0,15.4,6.0,1.42,1
30.2,0.2,4.7,10.2,1.49,1
21.5,0.3,8.1,6.3,1.02,1
33.1,3.7,9.5,8.9,1.61,1
24.1,22.8,26.0,4.1,0.91,1
35.4,34.1,42.9,9.4,1.63,1
25.8,8.6,16.5,6.2,0.99,1
24.7,18.6,23.5,5.5,1.01,1
23.1,7.4,30.0,16.3,1.8,0
54.6,48.9,62.9,11.5,2.74,0
35.9,26.4,34.1,17.2,1.33,1
30.5,21.5,34.0,7.6,1.21,1
32.0,0.7,15.8,8.6,1.65,1
28.3,5.1,9.8,2.7,0.9,1
31.2,57.6,80.4,28.6,2.15,0
27.5,3.8,14.9,5.2,1.38,1
42.7,82.1,103.4,29.3,2.26,0
30.2,34.4,44.0,12.7,1.34,1
36.0,69.5,78.1,16.2,2.28,0
36.5,19.1,50.4,7.4,2.15,0
26.3,2.0,8.2,3.4,1.05,1
53.1,60.3,81.9,16.0,2.28,0
26.5,1.2,10.0,3.4,0.91,1
20.3,18.9,21.1,5.0,0.96,1
30.0,17.3,25.3,6.0,1.55,1
32.0,117.8,127.8,28.4,2.75,0
26.2,0.3,6.4,7.3,1.05,1
24.6,5.9,13.0,6.7,0.96,1
24.3,1.9,10.4,2.1,0.89,1
22.7,15.8,19.6,5.6,0.99,1
23.8,21.9,27.3,4.3,1.02,1
24.3,60.1,76.5,9.2,1.44,1
32.7,7.8,15.2,9.8,1.63,1
29.0,8.4,13.0,5.0,1.01,1
27.7,13.6,19.1,4.6,1.07,1
24.6,17.1,20.3,6.7,0.9,1
21.9,21.1,27.8,4.5,1.03,1
23.7,8.4,15.0,2.6,1.01,1
26.7,1.5,6.5,2.5,1.07,1
32.8,13.6,22.2,7.3,1.31,1
28.9,3.6,21.7,13.5,2.35,0
29.7,7.3,14.8,7.2,1.73,1
20.0,1.4,3.5,4.8,0.89,1
32.9,5.2,8.6,14.0,1.47,1
21.8,0.7,7.9,6.3,0.95,1
20.5,1.8,6.7,4.8,0.78,1
25.4,16.0,16.6,6.8,1.04,1
22.2,90.0,99.8,10.7,1.94,0
40.6,37.4,46.7,21.3,2.16,0
33.2,54.5,65.5,7.9,1.42,1
28.5,16.3,25.3,7.7,1.71,1
30.3,6.2,30.2,17.8,2.31,0
34.9,48.5,66.5,15.2,2.4,0
28.0,24.8,35.9,13.4,1.53,1
27.0,9.9,20.1,11.1,1.19,1
24.1,0.2,7.1,6.1,1.1,1
34.0,3.0,23.6,14.2,2.07,0
25.7,64.5,78.8,10.3,1.87,0
23.5,1.8,7.3,3.4,1.16,1
22.1,4.0,11.5,9.7,0.95,1
29.6,24.7,27.3,7.7,1.01,1
38.8,63.2,69.5,23.5,2.35,0
29.8,22.2,32.8,1.1,1.55,1
26.6,3.9,10.3,5.5,1.09,1
35.5,9.4,20.0,14.9,1.55,1
37.1,60.3,68.4,14.0,2.17,0
35.4,22.6,46.2,23.0,2.01,0
42.2,33.3,51.4,12.8,2.54,0
24.7,5.9,9.0,0.7,0.91,1
28.7,4.2,10.2,3.2,0.92,1
20.8,7.4,11.4,7.4,0.95,1
21.7,19.9,25.3,3.9,0.78,1
34.4,31.7,53.6,35.4,2.5,0
19.4,8.2,14.2,0.4,0.99,1
26.0,7.8,13.9,2.7,0.99,1
50.3,17.5,38.7,32.9,2.49,0
20.5,1.0,3.2,2.8,0.91,1
36.7,19.7,40.7,26.6,2.67,0
24.3,9.5,12.5,-0.2,0.83,1
34.0,3.5,18.7,8.2,1.38,1
37.0,17.0,34.1,11.4,1.86,0
29.2,1.7,16.0,13.3,1.91,1
23.1,4.1,7.9,8.0,1.03,1
19.6,0.1,3.9,5.3,1.1,1
26.3,1.3,5.7,5.9,0.97,1
24.0,2.9,6.9,8.2,1.14,1
24.3,16.8,25.9,3.9,0.97,1
25.3,4.6,11.2,6.4,1.03,1
27.8,1.1,19.8,10.7,1.28,1
44.0,18.0,29.5,8.5,2.12,0
22.6,19.2,26.8,6.7,0.82,1
30.8,11.0,16.4,5.5,1.11,1
22.5,3.9,8.4,4.8,1.08,1
43.3,62.2,74.7,19.2,2.44,0
26.7,4.7,16.1,6.3,1.24,1
27.3,2.4,9.2,7.6,1.13,1
26.3,3.0,5.5,0.7,1.08,1
38.1,8.5,27.1,13.0,1.61,1
44.8,30.2,52.0,23.3,2.53,0
26.6,9.7,11.1,15.7,1.87,1
35.7,18.1,26.5,13.4,2.24,0
30.6,7.3,12.3,10.0,1.68,1
33.4,169.2,194.7,4.6,2.36,0
27.8,13.2,22.2,6.5,1.69,1
30.7,18.3,31.9,11.6,1.54,1
23.5,0.2,4.3,6.4,1.19,1
39.0,32.8,43.8,9.0,1.03,1
33.5,46.5,61.9,5.2,1.71,1
40.6,31.6,44.8,19.0,2.66,0
21.8,1.9,13.1,9.0,1.43,1
27.4,21.8,37.7,5.6,1.45,1
31.3,26.0,33.8,22.0,2.01,0
29.9,33.4,41.3,8.3,1.46,1
30.6,5.5,9.5,15.3,1.41,1
36.6,28.3,42.4,6.6,2.11,0
28.2,8.9,16.9,0.8,1.05,1
42.1,83.5,97.7,5.3,2.18,0
25.6,1.5,5.8,3.8,1.04,1
35.9,11.4,18.9,32.5,2.71,0
31.5,20.4,35.1,10.9,2.11,0
41.1,6.9,30.1,8.3,1.8,0
25.6,8.5,14.5,3.7,0.94,1
24.9,3.3,7.8,6.7,1.05,1
24.8,13.8,19.1,9.5,1.0,1
27.6,9.8,18.7,19.9,1.62,0
32.4,36.4,52.2,21.1,1.76,0
34.4,26.3,39.6,14.9,1.51,1
27.8,9.9,14.9,7.4,1.04,1
41.7,8.3,22.4,22.3,2.06,0
30.2,21.4,31.3,7.4,1.48,1
27.1,33.1,36.6,8.4,1.03,1
40.3,193.1,212.6,18.2,2.32,0
24.4,19.6,24.8,17.6,1.85,0
28.9,30.9,40.8,9.1,1.63,1
26.6,9.7,14.7,5.2,1.07,1
24.4,14.8,19.8,4.3,0.87,1
27.4,12.7,22.1,8.7,1.18,1
32.8,3.6,15.0,25.2,1.6,0
36.6,2.0,14.5,9.1,1.29,1
35.7,2.8,7.9,14.5,1.77,1
31.0,64.6,88.8,4.1,2.35,0
36.7,17.3,37.3,17.5,1.9,0
24.2,11.6,28.8,9.9,1.5,1
29.6,2.6,9.9,4.6,1.09,1
33.0,17.9,20.6,7.0,1.84,1
20.9,0.4,6.7,4.4,0.87,1
25.7,10.0,17.4,7.2,1.16,1
30.0,33.8,43.1,12.2,1.63,1
23.7,3.1,4.2,4.1,0.97,1
21.2,0.8,7.1,4.7,0.87,1
23.1,5.9,8.1,5.4,1.06,1
21.7,10.9,15.2,6.7,1.02,1
23.5,2.8,8.1,6.4,1.09,1
39.2,23.5,44.1,15.4,2.49,0
37.3,12.2,26.6,24.1,2.25,0
32.9,20.8,40.4,25.8,2.5,0
32.9,13.1,24.0,4.1,1.32,1
32.5,5.6,10.7,12.7,1.54,1
37.6,76.1,78.8,11.1,1.74,0
24.0,0.8,6.6,5.0,1.11,1
33.1,6.8,15.0,15.0,1.55,0
33.6,4.1,9.1,5.8,0.92,1
23.9,43.9,53.1,7.1,1.13,1
32.0,7.6,19.2,10.4,1.28,1
20.5,3.8,10.4,3.1,0.98,1
26.8,1.3,9.1,4.6,0.94,1
29.7,27.5,33.0,8.2,1.32,1
28.5,42.6,52.4,9.6,1.63,1
36.2,9.8,31.8,24.1,2.12,0
20.9,0.7,7.2,3.2,0.82,1
26.4,10.6,15.2,6.8,1.0,1
28.4,1.8,8.4,5.6,0.99,1
24.1,2.9,8.9,4.4,0.96,1
41.3,51.7,59.3,8.0,1.61,1
25.9,1.7,7.4,6.4,0.97,1
26.7,5.8,10.7,5.7,0.83,1
30.7,13.8,18.9,2.8,0.9,1
38.3,38.0,50.8,7.1,1.41,1
24.2,35.6,39.3,5.0,0.92,1
40.9,0.7,15.7,17.9,1.82,0
16.4,16.8,20.2,1.6,0.8,1
31.1,1.5,4.9,2.0,1.14,1
27.8,44.7,59.3,12.5,1.46,1
26.5,92.7,98.0,-0.5,0.92,1
22.0,32.0,34.7,3.8,1.21,1
40.1,2.3,17.0,21.5,2.13,0
24.1,5.0,9.7,2.2,0.97,1
31.6,22.2,30.6,8.2,1.46,1
31.8,18.7,34.3,19.2,2.79,0
33.2,78.8,87.1,13.1,1.36,1
31.2,56.6,62.7,15.6,1.4,1
24.1,0.0,5.1,5.2,0.91,1
27.1,8.8,6.7,28.1,2.34,0
27.7,17.6,23.2,11.1,1.27,1
29.2,28.6,47.1,25.0,1.41,0
27.1,45.6,51.1,6.4,1.1,1
36.3,3.7,10.5,6.6,1.29,1
27.7,12.7,17.5,7.8,1.02,1
39.3,12.1,19.7,7.5,1.75,1
25.0,2.1,8.6,-0.3,1.09,1
24.3,7.3,11.5,4.0,1.14,1
38.6,52.5,73.9,27.2,2.16,0
22.7,9.6,24.8,14.1,1.45,1
24.0,0.0,4.7,5.7,0.89,1
31.3,19.2,37.7,36.8,2.72,0
33.7,51.8,64.9,8.9,2.29,0
22.3,6.5,10.9,7.6,0.92,1
27.0,1.7,6.0,6.9,0.92,1
23.5,13.7,20.0,5.9,0.77,1
37.0,20.7,31.3,8.6,1.22,1
21.0,57.9,74.0,17.1,1.93,0
26.9,15.2,19.5,6.2,0.91,1
27.4,32.7,40.7,4.6,1.57,1
32.3,3.0,12.2,12.3,1.36,1
33.1,2.6,8.1,16.8,1.37,1
27.5,40.1,68.0,13.8,2.25,0
36.7,7.3,25.2,14.7,2.52,0
23.6,11.0,13.6,4.3,1.2,1
23.1,11.5,26.7,10.9,1.83,1
29.4,4.1,7.5,3.8,1.58,0
23.4,9.9,14.5,4.9,0.9,1
30.3,14.1,28.8,21.1,1.42,1
21.5,24.5,28.6,5.5,0.91,1
24.4,21.9,29.7,12.7,0.97,1
32.6,30.8,38.8,17.5,1.85,0
34.3,32.2,47.1,16.5,1.71,0
35.2,24.9,43.4,8.1,1.99,0
25.8,35.6,56.7,6.9,1.2,1
39.3,69.1,91.7,16.5,1.85,0
29.1,1.2,5.7,5.5,0.95,1
25.4,11.9,15.3,8.3,1.46,1
18.9,7.7,23.8,16.1,1.76,0
34.1,31.9,44.3,16.6,1.54,1
28.5,1.5,9.5,4.8,0.83,1
31.7,36.2,39.9,5.7,0.94,1
40.1,47.7,67.7,-4.1,2.54,0
35.4,47.7,61.2,24.2,2.36,0
31.5,30.4,41.3,10.9,1.34,1
26.2,3.5,9.0,5.7,0.98,1
44.3,6.0,17.3,10.5,1.79,0
44.5,41.4,53.1,21.8,2.44,0
25.9,16.3,22.0,2.7,0.9,1
24.9,24.5,34.6,9.8,1.58,1
22.8,0.6,5.4,4.2,0.87,1
32.1,13.7,28.6,14.9,1.76,0
26.2,12.7,26.2,14.3,1.92,1
35.7,13.5,38.4,11.0,1.65,0
28.2,6.3,11.6,7.1,0.92,1
24.6,2.7,9.2,3.8,1.09,1
31.8,11.0,19.1,8.3,2.1,0
27.4,13.2,31.2,9.7,1.23,1
27.7,16.1,20.2,6.0,0.99,1
33.6,186.7,209.8,13.4,2.57,0
32.7,34.4,39.6,11.0,1.54,1
39.3,16.0,36.1,23.9,2.3,0
33.7,2.1,9.9,15.0,1.51,1
46.1,56.5,70.0,25.6,2.41,0
21.5,13.8,19.2,5.7,1.05,1
24.3,6.6,15.4,10.9,0.92,1
24.5,2.0,8.7,5.0,1.07,1
31.0,8.7,16.8,22.1,1.4,0
17.0,19.2,23.3,0.6,1.07,1
35.7,35.0,45.9,9.3,1.59,1
20.1,1.0,3.5,2.6,1.02,1
26.6,18.7,32.7,19.6,1.73,1
32.7,21.4,45.0,11.7,1.96,0
39.0,55.3,80.7,6.7,1.83,0
20.3,37.3,42.7,3.2,1.03,1
33.7,20.3,33.5,15.6,1.74,1
24.7,36.3,47.9,9.9,1.67,1
32.6,13.2,31.4,14.7,1.61,1
24.9,32.1,41.6,17.7,1.49,1
34.5,7.5,31.7,18.4,2.99,0
27.2,37.7,44.2,4.6,0.89,1
27.6,9.8,10.1,4.9,1.01,1
36.3,19.8,29.7,14.6,1.27,1
38.5,1.0,29.0,25.8,3.02,0
33.9,16.5,31.2,19.8,1.73,0
26.3,5.7,18.9,11.7,1.24,1
33.2,20.0,35.6,6.9,1.62,0
26.0,0.6,12.5,6.1,2.0,1
35.1,1.7,11.2,15.5,1.72,0
25.1,10.8,17.0,1.1,0.87,1
34.3,6.9,14.1,17.0,1.87,0
33.3,5.0,25.3,19.7,1.41,0
26.8,9.7,15.8,7.7,0.81,1
28.4,10.8,26.9,10.8,1.26,1
38.0,108.8,132.1,21.9,2.28,0
38.2,37.4,49.4,10.0,1.82,1
31.3,19.6,32.6,3.6,2.53,0
25.2,4.1,12.3,8.4,1.03,1
40.4,40.1,55.1,2.7,2.18,0
23.9,0.8,5.8,-0.6,0.92,1
28.4,11.6,33.0,20.2,1.56,0
27.4,14.5,18.2,2.5,1.13,1
31.8,35.1,41.7,0.6,1.17,1
27.6,16.8,30.0,8.9,1.74,1
23.1,5.6,11.8,4.5,0.9,1
40.9,153.9,176.5,18.5,3.4,0
35.0,74.5,92.2,19.9,2.27,0
29.5,1.0,18.5,7.5,1.55,1
25.1,5.2,14.8,8.4,1.7,1
34.9,2.8,19.1,17.8,1.47,1
25.7,12.4,16.9,6.0,1.24,1
29.9,6.8,14.3,9.4,0.98,1
28.5,7.0,11.9,11.7,1.28,1
30.3,2.9,12.3,6.1,1.12,1
24.8,17.4,21.7,3.4,0.74,1
25.9,15.9,23.5,11.2,1.44,1
28.1,26.4,34.1,4.9,0.86,1
24.5,2.2,9.0,5.1,0.94,1
24.3,16.9,29.0,8.9,1.22,1
38.9,28.1,52.2,22.7,2.19,0
29.7,2.8,12.1,14.3,1.69,1
34.1,3.5,10.5,3.9,1.23,1
36.6,13.3,31.4,28.5,2.04,0
21.9,12.2,16.1,4.8,0.92,1
28.6,17.7,33.8,21.7,2.42,0
32.8,10.1,15.5,5.7,0.85,1
38.2,3.9,19.5,10.1,1.39,1
31.7,8.4,19.9,9.8,1.35,1
37.3,20.0,22.4,14.8,1.92,0
24.0,6.5,10.9,1.9,1.0,1
28.7,6.3,16.3,5.7,1.03,1
27.8,1.9,10.1,4.5,1.97,1
39.8,14.1,22.2,12.8,1.26,1
30.8,27.8,32.7,13.5,1.68,1
36.5,5.1,31.6,10.5,2.12,0
32.6,48.1,51.6,15.1,1.54,1
29.6,16.3,23.7,9.6,1.37,1
35.2,13.2,19.1,21.5,1.69,0
23.2,29.3,39.3,7.2,1.36,1
37.2,37.7,57.5,30.6,2.45,0
18.5,11.8,19.9,5.5,1.14,1
32.6,5.7,14.7,6.9,0.99,1
32.8,23.3,30.3,16.8,1.75,1
24.4,8.0,13.3,5.3,0.84,1
21.9,14.4,19.4,4.3,1.07,1
30.4,11.3,11.9,3.7,1.44,1
45.9,40.0,58.3,25.9,1.94,0
31.0,8.4,12.3,7.3,0.88,1
27.4,27.5,31.7,11.2,1.35,1
34.1,14.6,22.3,16.2,1.7,1
31.8,3.4,12.6,13.5,1.19,1
28.7,7.3,15.0,15.1,1.28,1
29.9,5.9,12.2,4.7,0.99,1
30.8,25.8,28.9,6.8,1.0,1
26.4,3.5,14.4,7.0,1.74,1
25.2,47.2,55.6,11.5,1.35,1
19.7,4.7,8.4,5.5,0.77,1
25.4,4.4,16.3,11.2,1.5,1
28.8,25.1,43.8,25.7,1.85,0
19.7,13.1,20.8,3.5,0.96,1
30.2,6.2,20.8,18.1,2.03,0
23.6,24.6,27.4,6.7,0.88,1
31.0,23.4,32.4,12.9,1.57,1
24.1,10.3,15.5,4.1,0.94,1
32.5,55.6,61.0,9.7,1.7,0
36.2,65.2,79.4,25.8,3.29,0
27.9,88.9,96.5,11.4,1.99,0
